x,y,K,logK,pH,P,logP
320,1200,21,3.04452243772342,8.2,6.2,1.82454929205105
360,160,24,3.17805383034795,8.2,11.1,2.40694510831829
360,200,20,2.99573227355399,8.1,5,1.6094379124341
360,240,20,2.99573227355399,8.2,3.8,1.33500106673234
360,280,18,2.89037175789616,8.2,4.2,1.43508452528932
360,320,20,2.99573227355399,7.8,2.1,0.741937344729377
360,360,24,3.17805383034795,7.9,2.3,0.832909122935104
360,400,18,2.89037175789616,7,2.6,0.955511445027436
360,440,23,3.13549421592915,6.4,2.2,0.78845736036427
360,480,32,3.46573590279973,7.6,2.3,0.832909122935104
360,520,33,3.49650756146648,8,5.4,1.68639895357023
360,560,27,3.29583686600433,8.2,1.8,0.587786664902119
360,600,32,3.46573590279973,8.2,1.4,0.336472236621213
360,640,27,3.29583686600433,7.1,3.1,1.1314021114911
360,680,26,3.25809653802148,6.6,2.4,0.8754687373539
360,720,54,3.98898404656427,6.7,2.8,1.02961941718116
360,760,38,3.63758615972639,7.8,13.5,2.60268968544438
360,800,58,4.06044301054642,7.1,16.5,2.80336038090654
360,880,96,4.56434819146784,7.2,12.9,2.55722731136763
360,920,23,3.13549421592915,7.5,2.5,0.916290731874155
360,960,17,2.83321334405622,7.2,1.1,0.0953101798043249
360,1000,18,2.89037175789616,6.3,1.5,0.405465108108164
360,1040,20,2.99573227355399,6.6,2.3,0.832909122935104
360,1080,18,2.89037175789616,6.6,2,0.693147180559945
360,1120,17,2.83321334405622,6.6,1.6,0.470003629245736
360,1160,21,3.04452243772342,7.8,2.6,0.955511445027436
360,1200,23,3.13549421592915,8.2,5.1,1.62924053973028
400,80,33,3.49650756146648,8,5.4,1.68639895357023
400,120,24,3.17805383034795,8.1,10.5,2.35137525716348
400,160,20,2.99573227355399,8,12.4,2.51769647261099
400,200,18,2.89037175789616,8.2,8.1,2.09186406167839
400,240,19,2.94443897916644,8.3,6,1.79175946922806
400,280,21,3.04452243772342,8.1,4.8,1.56861591791385
400,320,20,2.99573227355399,7.4,2.6,0.955511445027436
400,360,21,3.04452243772342,8,2.6,0.955511445027436
400,400,20,2.99573227355399,7.8,2.4,0.8754687373539
400,440,23,3.13549421592915,7.7,2.3,0.832909122935104
400,480,31,3.43398720448515,8.2,3.5,1.25276296849537
400,520,27,3.29583686600433,8,1.8,0.587786664902119
400,560,29,3.36729582998647,8.2,5.5,1.70474809223843
400,600,30,3.40119738166216,8.1,3.5,1.25276296849537
400,640,21,3.04452243772342,8.1,1.6,0.470003629245736
400,680,24,3.17805383034795,7.8,5.1,1.62924053973028
400,720,60,4.0943445622221,8,4.5,1.50407739677627
400,760,20,2.99573227355399,7,3.6,1.28093384546206
400,800,24,3.17805383034795,8,3.4,1.22377543162212
400,840,30,3.40119738166216,7.6,6,1.79175946922806
400,880,32,3.46573590279973,7.4,6.4,1.85629799036563
400,920,29,3.36729582998647,7.2,3.1,1.1314021114911
400,960,25,3.2188758248682,7,2.2,0.78845736036427
400,1000,21,3.04452243772342,7.3,2.9,1.06471073699243
400,1040,28,3.3322045101752,6.2,2.5,0.916290731874155
400,1080,35,3.55534806148941,5.9,1.6,0.470003629245736
400,1120,20,2.99573227355399,7.4,3.1,1.1314021114911
400,1160,21,3.04452243772342,7.8,2.9,1.06471073699243
400,1200,24,3.17805383034795,8.2,4.6,1.52605630349505
440,80,36,3.58351893845611,8,5.5,1.70474809223843
440,120,29,3.36729582998647,8.2,29.1,3.37073817417745
440,160,24,3.17805383034795,8.2,24,3.17805383034795
440,200,26,3.25809653802148,8.2,14.4,2.66722820658196
440,240,22,3.09104245335832,8.2,9,2.19722457733622
440,280,20,2.99573227355399,8.1,6.1,1.80828877117927
440,320,20,2.99573227355399,7.8,2.7,0.993251773010283
440,360,23,3.13549421592915,7.8,2.9,1.06471073699243
440,400,24,3.17805383034795,7.4,2.4,0.8754687373539
440,440,26,3.25809653802148,7.7,2.2,0.78845736036427
440,480,30,3.40119738166216,8.1,0.9,-0.105360515657826
440,520,42,3.73766961828337,7.9,2.9,1.06471073699243
440,560,38,3.63758615972639,8.2,6.3,1.84054963339749
440,600,42,3.73766961828337,8.2,2.8,1.02961941718116
440,640,38,3.63758615972639,8.1,1.6,0.470003629245736
440,680,40,3.68887945411394,8.2,2.6,0.955511445027436
440,720,38,3.63758615972639,8.2,6.8,1.91692261218206
440,760,25,3.2188758248682,8,4.1,1.41098697371026
440,800,24,3.17805383034795,7.2,5.2,1.64865862558738
440,840,34,3.52636052461616,8,6.9,1.93152141160321
440,880,25,3.2188758248682,7.4,6,1.79175946922806
440,920,20,2.99573227355399,7.4,3.6,1.28093384546206
440,960,21,3.04452243772342,6.5,1.6,0.470003629245736
440,1000,22,3.09104245335832,6.4,1.6,0.470003629245736
440,1040,25,3.2188758248682,6.6,2.2,0.78845736036427
440,1080,20,2.99573227355399,6.4,2.1,0.741937344729377
440,1120,27,3.29583686600433,6.1,2,0.693147180559945
440,1160,27,3.29583686600433,8.1,3.8,1.33500106673234
440,1200,19,2.94443897916644,8.3,4.2,1.43508452528932
480,80,32,3.46573590279973,8,32.9,3.49347265777133
480,120,27,3.29583686600433,8.1,35,3.55534806148941
480,160,28,3.3322045101752,8.2,27,3.29583686600433
480,200,23,3.13549421592915,8.1,17.1,2.83907846350861
480,240,22,3.09104245335832,8.2,8.4,2.12823170584927
480,280,20,2.99573227355399,8,6,1.79175946922806
480,320,21,3.04452243772342,8.3,2.4,0.8754687373539
480,360,23,3.13549421592915,8,2.7,0.993251773010283
480,400,24,3.17805383034795,7.8,2.3,0.832909122935104
480,440,20,2.99573227355399,8,2.6,0.955511445027436
480,480,29,3.36729582998647,8,1.1,0.0953101798043249
480,520,42,3.73766961828337,8,1,0
480,560,36,3.58351893845611,8.3,4.5,1.50407739677627
480,600,42,3.73766961828337,8.2,1.3,0.262364264467491
480,640,37,3.61091791264422,8.1,1.4,0.336472236621213
480,680,33,3.49650756146648,8.3,4.5,1.50407739677627
480,720,35,3.55534806148941,8,3,1.09861228866811
480,760,32,3.46573590279973,8.2,3.6,1.28093384546206
480,800,30,3.40119738166216,8,12.1,2.4932054526027
480,840,27,3.29583686600433,7.9,1.2,0.182321556793955
480,880,27,3.29583686600433,6.7,3.9,1.3609765531356
480,920,19,2.94443897916644,7.8,2.5,0.916290731874155
480,960,21,3.04452243772342,7.1,2.9,1.06471073699243
480,1000,32,3.46573590279973,6.3,2.1,0.741937344729377
480,1040,30,3.40119738166216,5.9,1.7,0.53062825106217
480,1080,27,3.29583686600433,6,1,0
480,1120,27,3.29583686600433,6.8,1.8,0.587786664902119
480,1160,28,3.3322045101752,8.2,3.5,1.25276296849537
480,1200,20,2.99573227355399,8.3,3.6,1.28093384546206
520,80,38,3.63758615972639,8,30,3.40119738166216
520,120,26,3.25809653802148,8.1,49,3.89182029811063
520,160,24,3.17805383034795,8,32.4,3.47815842279828
520,200,28,3.3322045101752,8.3,4,1.38629436111989
520,240,28,3.3322045101752,8.4,1.2,0.182321556793955
520,280,27,3.29583686600433,8.3,3,1.09861228866811
520,320,29,3.36729582998647,8.3,1.4,0.336472236621213
520,360,27,3.29583686600433,8.3,4.2,1.43508452528932
520,400,33,3.49650756146648,8.1,1.2,0.182321556793955
520,440,36,3.58351893845611,8.1,1.6,0.470003629245736
520,480,27,3.29583686600433,8.1,5.4,1.68639895357023
520,520,24,3.17805383034795,8,2.1,0.741937344729377
520,560,27,3.29583686600433,8.4,3.1,1.1314021114911
520,600,33,3.49650756146648,8.2,1.6,0.470003629245736
520,640,40,3.68887945411394,8.1,3.3,1.19392246847243
520,680,41,3.71357206670431,8.1,4.8,1.56861591791385
520,720,36,3.58351893845611,7.5,3.1,1.1314021114911
520,760,24,3.17805383034795,8,2.9,1.06471073699243
520,800,25,3.2188758248682,7.1,6.8,1.91692261218206
520,840,24,3.17805383034795,6.6,2.9,1.06471073699243
520,880,28,3.3322045101752,7.8,5.3,1.66770682055808
520,920,26,3.25809653802148,7.8,5.1,1.62924053973028
520,960,25,3.2188758248682,7.8,7.5,2.01490302054226
520,1000,20,2.99573227355399,7.9,7.5,2.01490302054226
520,1040,23,3.13549421592915,7.9,6.3,1.84054963339749
520,1080,22,3.09104245335832,7.8,5.4,1.68639895357023
520,1120,32,3.46573590279973,8,6,1.79175946922806
520,1160,29,3.36729582998647,8.3,3.4,1.22377543162212
520,1200,19,2.94443897916644,8.4,3.8,1.33500106673234
560,80,54,3.98898404656427,7.9,25.3,3.23080439573347
560,120,42,3.73766961828337,8,21,3.04452243772342
560,160,41,3.71357206670431,8.1,19.2,2.95491027903374
560,200,37,3.61091791264422,8.4,2.2,0.78845736036427
560,240,35,3.55534806148941,8.4,1.5,0.405465108108164
560,280,33,3.49650756146648,8.1,1,0
560,320,39,3.66356164612965,8.3,1.1,0.0953101798043249
560,360,53,3.97029191355212,8.3,2,0.693147180559945
560,400,42,3.73766961828337,7.8,1.9,0.641853886172395
560,440,28,3.3322045101752,7.9,1.5,0.405465108108164
560,480,27,3.29583686600433,8,2.2,0.78845736036427
560,520,26,3.25809653802148,8,1,0
560,560,26,3.25809653802148,8.5,4.2,1.43508452528932
560,600,42,3.73766961828337,8.5,4.5,1.50407739677627
560,640,38,3.63758615972639,8.1,6.9,1.93152141160321
560,680,36,3.58351893845611,8,7.5,2.01490302054226
560,720,31,3.43398720448515,7.8,3.6,1.28093384546206
560,800,20,2.99573227355399,7,3.1,1.1314021114911
560,840,26,3.25809653802148,6.9,3,1.09861228866811
560,880,26,3.25809653802148,7.9,5.2,1.64865862558738
560,920,23,3.13549421592915,8,6.1,1.80828877117927
560,960,28,3.3322045101752,7.9,6.4,1.85629799036563
560,1000,20,2.99573227355399,8,10.6,2.36085400111802
560,1040,19,2.94443897916644,8,6,1.79175946922806
560,1080,24,3.17805383034795,8.2,8.7,2.16332302566054
560,1120,34,3.52636052461616,7.7,5.2,1.64865862558738
560,1160,29,3.36729582998647,8.4,3.5,1.25276296849537
560,1200,18,2.89037175789616,8.5,2,0.693147180559945
600,80,41,3.71357206670431,8.2,12,2.484906649788
600,120,30,3.40119738166216,8.1,7.2,1.97408102602201
600,160,30,3.40119738166216,8,8.9,2.18605127673809
600,200,35,3.55534806148941,8.3,2.2,0.78845736036427
600,240,33,3.49650756146648,8.3,1.3,0.262364264467491
600,280,26,3.25809653802148,8.3,0.7,-0.356674943938732
600,320,27,3.29583686600433,8.2,3.2,1.16315080980568
600,360,41,3.71357206670431,8.3,1.5,0.405465108108164
600,400,33,3.49650756146648,8,0.8,-0.22314355131421
600,440,36,3.58351893845611,8,1.2,0.182321556793955
600,480,27,3.29583686600433,8.1,2.7,0.993251773010283
600,520,28,3.3322045101752,8,2.1,0.741937344729377
600,560,32,3.46573590279973,8.4,6.6,1.88706964903238
600,600,39,3.66356164612965,8.3,5.4,1.68639895357023
600,640,39,3.66356164612965,8.1,5.4,1.68639895357023
600,680,39,3.66356164612965,8,8.1,2.09186406167839
600,720,27,3.29583686600433,8.1,4.3,1.45861502269952
600,800,20,2.99573227355399,6,4.7,1.54756250871601
600,840,26,3.25809653802148,6.2,2.1,0.741937344729377
600,880,28,3.3322045101752,8,8,2.07944154167984
600,920,23,3.13549421592915,8,9,2.19722457733622
600,960,27,3.29583686600433,7.9,9.8,2.28238238567653
600,1000,24,3.17805383034795,7.8,8.1,2.09186406167839
600,1040,32,3.46573590279973,8,14,2.63905732961526
600,1080,32,3.46573590279973,8,11.1,2.40694510831829
600,1120,44,3.78418963391826,7.5,20.4,3.01553490085017
600,1160,28,3.3322045101752,8.5,3.8,1.33500106673234
600,1200,18,2.89037175789616,8.4,3.2,1.16315080980568
640,120,39,3.66356164612965,8.2,4.7,1.54756250871601
640,160,38,3.63758615972639,8.2,5.8,1.75785791755237
640,200,32,3.46573590279973,8.2,2.5,0.916290731874155
640,240,30,3.40119738166216,8.2,0.7,-0.356674943938732
640,280,28,3.3322045101752,8.3,0.7,-0.356674943938732
640,320,28,3.3322045101752,8.4,1,0
640,360,35,3.55534806148941,8.4,2.2,0.78845736036427
640,400,28,3.3322045101752,8.2,1.2,0.182321556793955
640,440,24,3.17805383034795,8,1.6,0.470003629245736
640,480,29,3.36729582998647,7.9,2.9,1.06471073699243
640,520,26,3.25809653802148,8.2,2.5,0.916290731874155
640,560,31,3.43398720448515,8.4,10.5,2.35137525716348
640,600,31,3.43398720448515,8.3,10.2,2.32238772029023
640,640,36,3.58351893845611,8.2,5.4,1.68639895357023
640,680,34,3.52636052461616,8.1,5.3,1.66770682055808
640,720,31,3.43398720448515,8.1,5,1.6094379124341
640,800,24,3.17805383034795,5.8,3.1,1.1314021114911
640,840,25,3.2188758248682,6.2,2.5,0.916290731874155
640,880,31,3.43398720448515,7.8,7.2,1.97408102602201
640,920,26,3.25809653802148,8,6.8,1.91692261218206
640,960,25,3.2188758248682,7.8,2.3,0.832909122935104
640,1000,35,3.55534806148941,7.5,11.4,2.43361335540045
640,1040,31,3.43398720448515,8,12,2.484906649788
640,1080,28,3.3322045101752,7.9,7.8,2.05412373369555
640,1120,25,3.2188758248682,8,8.1,2.09186406167839
640,1160,24,3.17805383034795,8.5,3.8,1.33500106673234
640,1200,19,2.94443897916644,8.4,3.6,1.28093384546206
680,120,38,3.63758615972639,8.2,3.2,1.16315080980568
680,160,41,3.71357206670431,8.2,2.6,0.955511445027436
680,200,30,3.40119738166216,8.2,1.8,0.587786664902119
680,240,28,3.3322045101752,8.2,0.9,-0.105360515657826
680,280,39,3.66356164612965,8.3,1.1,0.0953101798043249
680,320,33,3.49650756146648,8.4,2.3,0.832909122935104
680,360,29,3.36729582998647,8.3,3.6,1.28093384546206
680,400,25,3.2188758248682,8.2,0.9,-0.105360515657826
680,440,38,3.63758615972639,8,4.3,1.45861502269952
680,480,23,3.13549421592915,8,3.4,1.22377543162212
680,520,26,3.25809653802148,8.1,2.5,0.916290731874155
680,560,28,3.3322045101752,8.4,12.5,2.52572864430826
680,600,29,3.36729582998647,8.2,12,2.484906649788
680,640,38,3.63758615972639,8.1,5.1,1.62924053973028
680,680,38,3.63758615972639,8.2,7.2,1.97408102602201
680,720,28,3.3322045101752,6.8,3,1.09861228866811
680,800,24,3.17805383034795,6,4.2,1.43508452528932
680,840,25,3.2188758248682,6.2,2.7,0.993251773010283
680,880,28,3.3322045101752,7.6,6.1,1.80828877117927
680,920,24,3.17805383034795,7.8,4.6,1.52605630349505
680,960,29,3.36729582998647,8,6.1,1.80828877117927
680,1000,19,2.94443897916644,7.8,8.4,2.12823170584927
680,1040,22,3.09104245335832,8,7.5,2.01490302054226
680,1080,29,3.36729582998647,8,6,1.79175946922806
680,1120,39,3.66356164612965,7.8,7.5,2.01490302054226
680,1160,24,3.17805383034795,8.4,3.2,1.16315080980568
720,120,39,3.66356164612965,7.9,12.1,2.4932054526027
720,160,38,3.63758615972639,8.2,8.7,2.16332302566054
720,200,36,3.58351893845611,8.2,4.7,1.54756250871601
720,240,33,3.49650756146648,8.2,2.2,0.78845736036427
720,280,28,3.3322045101752,8.4,2.9,1.06471073699243
720,320,27,3.29583686600433,8.4,3.6,1.28093384546206
720,360,26,3.25809653802148,8.2,4.2,1.43508452528932
720,400,28,3.3322045101752,8.2,3,1.09861228866811
720,440,31,3.43398720448515,8.1,6.6,1.88706964903238
720,480,29,3.36729582998647,7.9,6.3,1.84054963339749
720,520,24,3.17805383034795,8,7.2,1.97408102602201
720,560,29,3.36729582998647,8.4,13.5,2.60268968544438
720,600,30,3.40119738166216,8,5.7,1.7404661748405
720,640,35,3.55534806148941,8.3,9.1,2.2082744135228
720,720,38,3.63758615972639,7.6,7.5,2.01490302054226
720,800,29,3.36729582998647,6.1,2,0.693147180559945
720,840,30,3.40119738166216,6.8,6,1.79175946922806
720,880,23,3.13549421592915,8.2,6.4,1.85629799036563
720,920,23,3.13549421592915,7.6,5.1,1.62924053973028
720,960,29,3.36729582998647,8.1,6.8,1.91692261218206
720,1000,29,3.36729582998647,7.9,9,2.19722457733622
720,1040,23,3.13549421592915,7.9,7.5,2.01490302054226
720,1080,20,2.99573227355399,8,6.6,1.88706964903238
720,1160,36,3.58351893845611,8.6,5.4,1.68639895357023
